blkgrp,cbsa,blkgrps,population,households,land_acres,ht_ami,ht_80ami,ht_nmi,h_ami,h_80ami,h_nmi,t_ami,t_80ami,t_nmi,co2_per_hh_local,co2_per_acre_local,autos_per_hh_ami,autos_per_hh_80ami,autos_per_hh_nmi,vmt_per_hh_ami,vmt_per_hh_80ami,vmt_per_hh_nmi,pct_transit_commuters_ami,pct_transit_commuters_80ami,pct_transit_commuters_nmi,t_cost_ami,t_cost_80ami,t_cost_nmi,auto_ownership_cost_ami,auto_ownership_cost_80ami,auto_ownership_cost_nmi,vmt_cost_ami,vmt_cost_80ami,vmt_cost_nmi,transit_cost_ami,transit_cost_80ami,transit_cost_nmi,transit_trips_ami,transit_trips_80ami,transit_trips_nmi,compact_ndx,emp_ovrll_ndx,res_density,gross_hh_density,hh_gravity,frac_sfd,emp_gravity,emp_ndx,block_size,intersection_density,avg_block_perimeter_meters,h_cost,median_smoc,median_gross_rent,pct_owner_occupied_hu,pct_renter_occupied_hu
"""510411009273""","""Richmond, VA""",1.00,6004.00,1966.00,5446.66,64,79,70,39,49,43,24,30,27,11.24,4.06,2.20,2,2,24614,24282,24621,1,1,1,16748,16370,16670,13156,12826,13077,3590,3541,3591,2,2,2,3,2,3,1.3,3.9,1.41,0.36,7602,87,7142,82,91,36,1937,2252,2283,1820,94,6
"""510411009241""","""Richmond, VA""",1.00,5192.00,1850.00,3130.02,62,77,68,40,50,44,22,27,24,9.51,5.62,2.00,2,2,21353,20968,21332,1,1,1,15058,14659,14967,11942,11599,11854,3114,3058,3111,2,2,2,3,3,3,2.4,4.5,1.20,0.59,8571,79,11330,81,49,58,1580,2289,2615,1289,76,24
"""510411009262""","""Richmond, VA""",1.00,1006.00,602.00,732.42,49,60,53,31,39,34,18,22,19,5.77,4.74,1.67,2,2,16184,15861,16178,1,1,1,12339,11921,12236,9975,9605,9873,2360,2313,2359,3,3,3,4,4,4,5.9,6.2,3.44,0.82,12307,47,16051,80,22,136,1187,1762,2135,1272,66,34
"""510411009272""","""Richmond, VA""",1.00,1689.00,765.00,309.90,48,59,52,27,34,30,20,25,22,7.91,19.52,1.87,2,2,19279,18786,19207,1,1,1,13979,13580,13883,11166,10838,11080,2811,2740,2801,2,2,2,2,2,2,4.6,4.3,2.57,2.47,9650,76,9914,82,14,178,887,1555,1625,1438,63,37
"""510411009282""","""Richmond, VA""",1.00,4056.00,1840.00,1526.81,49,61,54,30,38,33,19,23,21,7.20,8.68,1.77,2,2,18150,17817,18140,1,1,1,13219,12824,13123,10569,10223,10474,2647,2598,2645,3,3,3,4,4,4,5.5,6.0,2.92,1.21,11896,47,12867,80,29,69,1352,1720,1804,1530,71,29
"""510411009232""","""Richmond, VA""",1.00,1009.00,420.00,226.40,46,57,50,25,31,27,21,26,23,7.89,14.63,1.97,2,2,19157,18873,19167,1,1,1,14558,14144,14468,11760,11387,11669,2794,2752,2795,4,4,4,5,5,5,3.1,5.9,1.70,1.86,15551,82,20509,80,28,105,1336,1428,1617,,89,11
"""510411009271""","""Richmond, VA""",1.00,2194.00,849.00,741.15,46,57,50,24,31,27,21,26,23,8.97,10.28,1.94,2,2,20650,20144,20568,1,1,1,14622,14266,14537,11609,11326,11536,3012,2938,2999,2,2,2,3,3,3,4.6,4.5,4.27,1.15,11165,68,11847,81,18,161,841,1395,1529,1180,62,38
"""510411009291""","""Richmond, VA""",1.00,3056.00,1065.00,625.07,55,69,60,35,44,39,20,24,22,8.37,14.26,1.82,2,2,18583,18183,18537,1,1,1,13628,13266,13541,10914,10612,10835,2710,2652,2703,3,3,3,4,4,4,6.2,6.1,3.48,1.70,13438,58,13780,80,11,144,753,2024,2265,1520,71,29
"""510411009193""","""Richmond, VA""",1.00,2614.00,951.00,854.86,44,55,48,24,29,26,21,25,23,8.23,9.16,1.91,2,2,19511,19093,19465,1,1,1,14255,13864,14164,11407,11076,11323,2845,2784,2839,3,3,3,3,3,3,3.7,5.2,1.33,1.11,12584,79,14011,81,19,103,970,1346,1411,1220,70,30
"""510411009201""","""Richmond, VA""",1.00,1689.00,747.00,809.06,40,50,44,23,29,25,17,21,18,6.38,5.89,1.56,2,2,15922,15515,15855,2,2,2,11673,11351,11582,9345,9083,9264,2322,2263,2312,6,6,6,6,7,7,8.3,7.2,1.72,0.92,14797,19,27087,78,10,153,723,1334,1527,1302,20,80
"""510411009292""","""Richmond, VA""",1.00,919.00,371.00,678.42,47,58,51,25,31,27,22,27,24,8.29,4.53,2.03,2,2,20244,19892,20228,1,1,1,15081,14681,14994,12125,11777,12041,2952,2901,2950,3,3,3,4,3,4,3.5,4.8,2.11,0.55,11565,82,12414,81,18,103,1145,1421,1515,,94,6
"""510411009222""","""Richmond, VA""",1.00,2161.00,868.00,849.47,45,55,48,24,30,27,20,25,22,7.40,7.56,1.87,2,2,17875,17593,17866,2,2,2,13803,13442,13720,11191,10872,11110,2607,2566,2605,5,5,5,6,6,6,4.2,6.6,2.17,1.02,14768,78,27838,79,15,130,905,1392,1378,1418,68,32
"""510411009071""","""Richmond, VA""",1.00,1499.00,562.00,815.25,44,54,48,23,29,25,21,25,23,7.75,5.34,1.93,2,2,18452,18215,18471,2,2,2,14253,13871,14170,11557,11210,11471,2691,2656,2694,5,5,5,6,6,6,4.7,6.9,2.50,0.69,16177,64,25356,79,20,97,970,1324,1393,,95,5
"""510411009072""","""Richmond, VA""",1.00,1080.00,427.00,407.26,50,61,54,33,41,36,17,21,18,6.12,6.42,1.59,2,2,14850,14489,14815,2,2,2,11667,11275,11568,9496,9157,9402,2166,2113,2160,5,6,6,6,7,6,6.8,6.9,1.68,1.05,16220,39,26513,79,17,137,1216,1863,1438,2133,53,47
"""510411009103""","""Richmond, VA""",1.00,1656.00,684.00,628.69,48,59,52,25,31,27,23,29,25,8.95,9.73,2.15,2,2,21676,21364,21671,1,1,1,16035,15666,15962,12870,12547,12798,3161,3116,3160,4,3,4,4,4,4,2.4,5.3,1.23,1.09,14805,97,16716,81,27,96,1521,1406,1457,,97,3
"""510411009152""","""Richmond, VA""",1.00,2180.00,1053.00,743.58,46,57,50,26,32,28,20,24,22,6.85,9.71,1.86,2,2,17766,17489,17772,1,1,1,13693,13299,13604,11098,10744,11008,2591,2551,2592,4,4,4,5,5,5,5.1,6.8,2.65,1.42,12950,68,21206,79,14,111,986,1483,1509,1250,90,10
"""510411009102""","""Richmond, VA""",1.00,1710.00,624.00,462.55,46,57,50,23,29,25,23,28,25,9.24,12.47,2.13,2,2,21590,21284,21584,1,1,1,15901,15556,15833,12749,12449,12682,3149,3104,3148,3,3,4,4,4,4,2.1,6.0,1.44,1.35,14903,100,23034,80,31,104,1257,1305,1303,1324,90,10
"""510411009121""","""Richmond, VA""",1.00,2153.00,883.00,602.47,51,63,55,29,36,31,22,27,24,8.64,12.66,2.05,2,2,20431,20044,20402,1,1,1,15229,14828,15143,12247,11902,12165,2980,2923,2975,3,3,3,3,3,3,3.5,4.5,1.76,1.47,11385,94,12172,82,13,169,1385,1641,1667,1232,94,6
"""510411009191""","""Richmond, VA""",1.00,2959.00,1027.00,2075.99,47,58,51,24,29,26,23,28,25,9.55,4.73,2.12,2,2,21876,21511,21857,1,1,1,15901,15509,15819,12708,12369,12628,3190,3137,3188,3,3,3,3,3,3,1.9,4.6,1.74,0.49,11658,100,14392,81,36,53,1388,1342,1330,1426,87,13
"""510411009122""","""Richmond, VA""",1.00,1193.00,530.00,272.77,48,59,52,26,33,29,22,27,24,8.17,15.87,2.02,2,2,20049,19726,20050,1,1,1,14999,14573,14906,12072,11693,11979,2924,2877,2924,3,3,3,4,4,4,3.7,4.6,15.64,1.94,11316,80,11646,81,19,176,942,1501,1501,,100,0
"""510411009123""","""Richmond, VA""",1.00,1960.00,641.00,682.59,53,65,57,29,37,32,23,28,25,9.82,9.22,2.13,2,2,22028,21609,21982,1,1,1,15970,15613,15895,12755,12459,12687,3212,3151,3206,3,3,3,3,3,3,2.7,4.5,1.56,0.94,11896,96,13790,81,21,100,1141,1681,1690,1628,86,14
"""510411009104""","""Richmond, VA""",1.00,894.00,414.00,323.64,43,53,46,21,27,23,21,26,23,7.47,9.56,1.95,2,2,19266,18835,19213,1,1,1,14507,14109,14418,11694,11359,11614,2810,2747,2802,3,3,3,3,3,3,3.2,5.0,1.47,1.28,14444,100,16357,81,13,113,1151,1225,1224,1226,73,27
"""510411009101""","""Richmond, VA""",1.00,993.00,226.00,201.99,40,49,43,16,20,18,24,29,26,10.44,11.68,2.17,2,2,21797,21369,21734,1,1,1,16184,15899,16129,13003,12780,12957,3179,3116,3170,3,3,3,3,3,3,3.4,5.6,2.47,1.12,14768,97,19817,80,12,130,1077,924,1200,,83,17
"""510411009151""","""Richmond, VA""",1.00,1666.00,732.00,510.81,43,53,46,24,30,26,19,23,20,7.14,10.23,1.71,2,2,17916,17419,17829,1,1,1,12853,12503,12761,10238,9960,10159,2613,2540,2600,2,2,2,3,3,3,7.2,5.9,4.52,1.43,11381,42,13186,80,10,147,826,1360,1375,1350,45,55
"""510411009021""","""Richmond, VA""",1.00,1104.00,441.00,288.44,50,62,55,30,38,33,20,25,22,7.02,10.74,1.92,2,2,16698,16435,16699,3,3,3,13906,13489,13815,11461,11084,11371,2435,2397,2435,9,9,9,10,10,11,3.8,7.1,1.72,1.53,15694,98,22096,78,9,130,897,1725,1731,1596,96,4
"""510411009022""","""Richmond, VA""",1.00,2232.00,838.00,728.26,52,65,57,32,40,35,21,25,22,7.43,8.54,1.94,2,2,17245,17036,17263,4,4,4,14115,13677,14014,11589,11181,11485,2515,2484,2518,11,11,11,13,13,13,3.1,7.1,1.37,1.15,16264,96,22127,78,15,123,1081,1811,1884,1373,86,14
"""510411008231""","""Richmond, VA""",1.00,1437.00,695.00,1165.18,51,64,56,29,37,32,22,27,24,7.83,4.67,2.03,2,2,20005,19775,20046,1,1,1,15062,14629,14968,12140,11742,12041,2917,2884,2923,4,4,4,4,4,4,2.4,5.7,0.68,0.60,11459,78,12595,80,51,66,2006,1682,1727,,97,3
"""510411009023""","""Richmond, VA""",1.00,563.00,253.00,243.43,45,55,48,25,31,27,20,24,21,6.54,6.80,1.84,2,2,16170,15962,16189,4,4,4,13373,12927,13267,11004,10588,10895,2358,2328,2361,11,11,11,13,13,13,4.5,7.4,1.56,1.04,16695,87,24033,78,9,193,750,1432,1625,,89,11
"""510411008212""","""Richmond, VA""",1.00,1967.00,612.00,8551.23,48,59,52,25,31,27,23,28,25,9.56,0.68,2.11,2,2,22525,22283,22569,1,1,1,15902,15492,15816,12615,12240,12522,3285,3250,3291,2,2,2,3,3,3,1.2,5.4,0.51,0.07,6349,94,7975,81,78,33,2202,1412,1412,1411,96,4
"""510411008222""","""Richmond, VA""",1.00,2759.00,961.00,2788.63,64,79,70,39,49,43,25,30,27,11.01,3.79,2.25,2,2,24675,24377,24702,1,1,1,17034,16635,16954,13434,13078,13349,3598,3555,3602,2,2,2,2,2,2,0.8,3.9,0.40,0.34,6295,99,7333,82,100,54,2651,2243,2274,,99,1
"""510411008223""","""Richmond, VA""",1.00,1845.00,798.00,3201.70,48,59,52,28,35,30,20,25,22,8.19,2.04,1.82,2,2,20411,19959,20359,1,1,1,13893,13521,13800,10914,10608,10829,2977,2911,2969,2,2,2,2,2,2,4.2,4.7,2.72,0.25,7703,50,10544,81,49,49,1979,1591,1846,1300,55,45
"""510411008211""","""Richmond, VA""",1.00,2881.00,1067.00,7246.88,63,78,69,39,49,42,24,30,27,10.77,1.59,2.20,2,2,24675,24372,24709,1,1,1,16758,16329,16669,13158,12772,13063,3599,3554,3603,2,2,2,2,2,2,0.6,3.8,0.33,0.15,5646,100,5489,82,121,38,2750,2225,2248,1794,95,5
"""510411008232""","""Richmond, VA""",1.00,4681.00,1773.00,1431.03,47,58,51,27,34,30,20,24,21,7.90,9.79,1.80,2,2,18353,17954,18314,1,1,1,13418,13032,13324,10739,10411,10651,2677,2618,2671,3,3,3,3,3,3,4.5,5.8,8.79,1.24,10760,64,16656,80,22,97,1033,1548,1621,1444,61,39
"""510411008152""","""Richmond, VA""",1.00,2977.00,877.00,764.55,49,61,54,25,31,27,25,30,27,10.80,12.38,2.24,2,2,23460,23041,23409,1,1,1,16811,16511,16754,13388,13149,13338,3421,3360,3414,2,2,2,3,3,3,2.1,4.6,1.66,1.15,12146,98,13139,81,32,88,1430,1419,1416,1435,84,16
"""510411008182""","""Richmond, VA""",1.00,2576.00,865.00,964.48,52,65,57,27,34,30,25,31,27,10.71,9.61,2.27,2,2,24091,23761,24079,1,1,1,17071,16757,17014,13555,13289,13499,3513,3465,3512,3,3,3,3,3,3,1.5,4.8,1.18,0.90,12259,100,12043,81,51,82,1773,1563,1665,,94,6
"""510411008181""","""Richmond, VA""",1.00,1220.00,464.00,542.31,49,60,53,24,30,26,24,30,26,9.90,8.47,2.22,2,2,23291,22946,23273,1,1,1,16669,16335,16605,13269,12985,13208,3397,3346,3394,3,3,3,3,3,3,1.9,4.8,1.42,0.86,12964,98,11708,81,39,90,1534,1384,1359,1670,93,7
"""510411008163""","""Richmond, VA""",1.00,931.00,325.00,268.05,44,54,47,21,26,23,23,28,25,8.91,10.81,2.11,2,2,20931,20624,20925,1,1,1,15694,15338,15622,12638,12327,12567,3052,3008,3052,3,3,3,4,4,4,2.5,6.0,1.89,1.21,12331,100,20491,80,22,129,1068,1182,1182,1188,93,7
"""510411008192""","""Richmond, VA""",1.00,5227.00,1770.00,1685.34,49,61,53,25,32,28,24,29,26,9.80,10.29,2.16,2,2,22410,22047,22387,1,1,1,16168,15810,16096,12897,12592,12828,3268,3215,3265,3,3,3,3,3,3,1.8,4.9,1.26,1.05,13463,100,12385,81,42,77,1282,1450,1478,1315,84,16
"""510411008161""","""Richmond, VA""",1.00,1209.00,512.00,358.32,46,57,50,23,29,25,23,27,24,8.87,12.67,2.06,2,2,21414,20980,21363,1,1,1,15436,15069,15356,12311,12007,12239,3123,3060,3115,2,2,2,3,3,3,2.7,4.7,1.59,1.43,11903,92,12339,81,26,73,1603,1330,1353,1261,75,25
"""510411008171""","""Richmond, VA""",1.00,2315.00,791.00,260.08,41,51,45,22,28,24,19,23,21,7.51,22.84,1.76,2,2,17947,17459,17862,1,1,1,13171,12823,13083,10552,10275,10476,2617,2546,2605,2,2,2,2,3,3,5.5,6.3,4.65,3.04,11006,69,23357,79,12,160,918,1267,1321,1231,40,60
"""510411008201""","""Richmond, VA""",1.00,3506.00,1250.00,2480.27,48,60,52,26,32,28,22,27,24,9.49,4.78,2.03,2,2,21992,21572,21946,1,1,1,15331,14985,15253,12122,11836,12050,3207,3146,3200,2,2,2,3,3,3,2.9,4.7,1.88,0.50,10829,72,12875,81,44,53,1431,1471,1451,1517,71,29
"""510411008191""","""Richmond, VA""",1.00,1401.00,740.00,696.74,36,45,40,19,23,20,18,21,19,6.00,6.37,1.62,2,2,16656,16165,16573,1,1,1,12118,11748,12023,9687,9388,9603,2429,2357,2417,3,3,3,3,3,3,7.3,5.4,13.82,1.06,16153,37,14109,80,12,116,968,1071,1150,1024,37,63
"""510411008162""","""Richmond, VA""",1.00,2691.00,900.00,443.22,45,56,49,22,28,24,23,29,25,9.45,19.19,2.14,2,2,21978,21567,21930,1,1,1,16028,15702,15962,12820,12554,12761,3205,3145,3198,3,3,3,3,3,3,2.9,5.1,2.44,2.03,11901,98,15672,81,18,115,1583,1256,1247,1305,84,16
"""510411008172""","""Richmond, VA""",1.00,1485.00,436.00,1019.40,38,46,41,19,24,21,18,22,20,5.99,2.56,1.73,2,2,15685,15418,15706,1,1,1,12636,12188,12528,10345,9937,10234,2287,2248,2291,3,3,3,4,4,4,5.2,5.9,1.73,0.43,10375,52,22900,80,25,86,1119,1106,1030,1415,80,20
"""510411008151""","""Richmond, VA""",1.00,2393.00,707.00,637.46,53,66,58,28,35,31,25,31,27,11.01,12.21,2.30,2,2,24069,23667,24026,1,1,1,17295,17002,17243,13783,13548,13737,3510,3451,3504,3,2,3,3,3,3,1.9,4.3,1.18,1.11,12997,100,12942,82,37,73,1530,1602,1592,1686,89,11
"""510411006001""","""Richmond, VA""",1.00,557.00,233.00,339.31,40,49,43,19,23,20,21,25,23,7.82,5.37,1.94,2,2,19162,19102,19245,3,3,3,14385,13963,14289,11582,11169,11474,2794,2786,2807,8,8,8,10,9,10,3.1,6.1,1.85,0.69,10709,90,11352,80,18,119,1191,1061,1056,1078,83,17
"""510411008043""","""Richmond, VA""",1.00,1298.00,519.00,500.42,45,55,48,24,30,26,20,25,22,7.06,7.32,1.91,2,2,16887,16609,16888,3,3,3,13897,13443,13795,11427,11013,11325,2463,2422,2463,7,8,8,9,9,9,3.6,5.2,1.41,1.04,16136,97,15358,81,11,110,1067,1385,1446,1120,81,19
"""510411005101""","""Richmond, VA""",1.00,2160.00,856.00,354.31,41,51,45,22,28,25,19,23,20,7.66,18.50,1.70,2,2,18077,17451,17957,0,0,0,12831,12416,12722,10193,9869,10102,2636,2545,2619,1,1,1,1,1,1,6.8,2.7,2.03,2.42,7284,47,9303,84,13,94,1044,1283,1050,1390,37,63
"""510411005072""","""Richmond, VA""",1.00,2228.00,818.00,1340.43,45,56,49,23,29,25,23,27,24,9.05,5.52,2.05,2,2,21742,21331,21711,1,1,1,15428,15027,15339,12255,11914,12171,3171,3111,3166,2,2,2,2,2,2,2.4,4.1,1.57,0.61,8616,84,7918,82,41,83,1367,1306,1303,1318,79,21
"""510411007034""","""Richmond, VA""",1.00,1806.00,630.00,10641.96,64,79,70,38,48,41,26,32,28,11.93,0.71,2.30,2,2,26852,26511,26870,1,1,1,17696,17315,17621,13778,13447,13701,3916,3866,3919,2,2,2,2,2,2,0.3,3.1,0.17,0.06,4942,100,5009,83,169,25,3391,2173,2293,,95,5
"""510411007021""","""Richmond, VA""",1.00,1934.00,733.00,6726.61,47,57,51,22,27,24,25,30,27,10.95,1.19,2.22,2,2,26176,25802,26179,1,1,1,17100,16701,17017,13280,12936,13197,3817,3763,3818,2,2,2,3,3,3,0.3,3.3,0.56,0.11,5801,99,5269,83,177,25,2705,1234,1309,850,85,15
"""510411005082""","""Richmond, VA""",1.00,3109.00,1065.00,1349.70,42,52,46,21,26,23,21,26,23,8.83,6.97,1.92,2,2,20641,20140,20563,1,1,1,14518,14155,14431,11506,11216,11430,3010,2937,2999,2,2,2,2,2,2,4.5,4.3,1.81,0.79,9220,62,9708,82,24,85,1381,1195,1257,1102,60,40
"""510411005102""","""Richmond, VA""",1.00,2084.00,725.00,1273.64,46,57,50,22,28,24,24,29,26,9.90,5.63,2.16,2,2,22905,22739,22963,1,1,1,16257,15886,16180,12914,12568,12829,3340,3316,3349,2,2,2,2,2,2,2.5,3.2,1.81,0.57,7527,92,8231,83,27,59,1267,1260,1302,1090,82,18
"""510411006003""","""Richmond, VA""",1.00,502.00,215.00,254.01,41,51,45,19,24,21,22,27,24,8.41,7.12,2.01,2,2,20711,20612,20776,2,2,3,15034,14651,14949,12007,11638,11912,3020,3006,3030,7,7,7,8,8,8,2.3,5.5,1.95,0.85,10089,100,9742,80,25,90,1312,1112,1167,1046,64,36
"""510411007031""","""Richmond, VA""",1.00,955.00,406.00,5505.54,47,59,52,22,28,24,25,31,27,10.53,0.78,2.24,2,2,25860,25527,25886,1,1,1,17154,16743,17068,13381,13019,13292,3771,3723,3775,2,2,2,2,2,2,0.9,3.0,0.11,0.07,4343,85,4294,83,149,31,2436,1279,1328,,97,3
"""510411007032""","""Richmond, VA""",1.00,3401.00,1111.00,12291.60,56,69,61,31,39,34,25,30,27,11.54,1.04,2.24,2,2,25543,25150,25552,1,1,1,17108,16662,17013,13381,12993,13285,3725,3668,3726,1,1,1,2,2,2,0.6,2.7,0.26,0.09,4321,100,3844,84,119,27,2929,1760,1813,1192,92,8
"""510411005071""","""Richmond, VA""",1.00,4430.00,1546.00,1259.50,58,72,63,34,42,37,24,30,26,10.35,12.70,2.22,2,2,23482,23106,23466,1,1,1,16712,16317,16632,13286,12945,13207,3424,3370,3422,2,2,2,3,3,3,2.0,3.7,1.35,1.23,8804,99,7537,83,36,78,1571,1924,1944,,99,1
"""510411005092""","""Richmond, VA""",1.00,3722.00,1204.00,2087.23,58,72,63,32,41,35,25,31,28,11.15,6.43,2.32,2,2,24421,23953,24367,1,1,1,17417,17060,17346,13854,13565,13791,3561,3493,3554,2,2,2,2,2,2,2.0,2.7,0.88,0.58,7403,98,11207,84,34,74,1462,1856,1865,1681,95,5
"""510411008041""","""Richmond, VA""",1.00,2018.00,826.00,504.70,37,46,40,20,25,21,17,21,19,6.14,10.06,1.61,2,2,15596,15207,15552,3,3,3,11919,11496,11809,9637,9270,9533,2274,2218,2268,8,8,8,9,9,9,6.8,4.9,4.90,1.64,15534,37,16732,81,20,85,1155,1122,1296,1025,37,63
"""510411006002""","""Richmond, VA""",1.00,1659.00,14.00,221.15,15,19,17,0,0,0,15,19,17,4.33,0.27,1.46,1,1,12999,12819,13039,2,3,3,10616,10180,10504,8713,8303,8595,1896,1869,1901,7,7,7,8,8,8,5.5,6.2,1.93,0.06,10846,64,11378,80,11,165,917,0,,,29,71
"""510411005081""","""Richmond, VA""",1.00,2075.00,790.00,702.34,47,58,51,24,30,26,24,29,26,9.77,10.99,2.14,2,2,23055,22586,23002,1,1,1,16168,15779,16084,12803,12483,12727,3362,3294,3354,2,2,2,2,2,2,1.7,3.6,1.39,1.12,9129,100,8881,83,44,88,1630,1355,1363,1332,76,24
"""510411007011""","""Richmond, VA""",1.00,2281.00,816.00,622.92,45,55,49,21,26,23,24,29,26,10.02,13.13,2.14,2,2,23457,23595,23620,2,2,2,16226,15884,16159,12800,12438,12709,3421,3441,3445,6,5,5,6,6,6,1.5,5.6,1.51,1.31,9518,100,9103,80,52,65,2166,1202,1201,1210,87,13
"""510411007013""","""Richmond, VA""",1.00,1689.00,585.00,695.68,44,54,47,21,26,22,23,28,25,9.76,8.20,2.08,2,2,22794,22283,22734,1,1,1,15752,15339,15658,12427,12088,12342,3324,3250,3315,1,1,1,2,2,2,2.0,3.1,1.00,0.84,5695,91,4983,83,46,72,1836,1177,1163,1208,70,30
"""510411007012""","""Richmond, VA""",1.00,715.00,294.00,665.69,40,49,43,18,22,20,22,26,23,8.35,3.69,1.97,2,2,20892,20782,20969,2,2,2,14835,14406,14738,11782,11369,11673,3047,3031,3058,6,6,6,7,7,7,1.8,4.6,0.92,0.44,8686,100,8049,81,37,66,1576,1027,1005,1067,65,35
"""510411008042""","""Richmond, VA""",1.00,1391.00,458.00,258.59,51,63,55,26,32,28,25,30,27,9.86,17.47,2.29,2,2,22276,21845,22219,1,1,1,16929,16625,16876,13677,13437,13633,3249,3186,3240,3,3,3,3,3,3,3.3,4.2,1.77,1.77,15161,100,16279,82,12,120,1016,1480,1551,,96,4
"""510411005061""","""Richmond, VA""",1.00,776.00,226.00,237.67,50,61,54,25,32,28,24,30,26,10.70,10.17,2.21,2,2,23090,22674,23046,1,1,1,16576,16240,16509,13206,12931,13145,3367,3307,3361,2,2,2,3,3,3,2.3,4.4,1.18,0.95,10364,100,9563,82,26,102,1431,1456,1653,,88,12
"""510411005054""","""Richmond, VA""",1.00,1017.00,444.00,147.04,39,48,42,21,27,23,18,21,19,7.06,21.32,1.59,2,2,17554,16917,17407,1,1,1,12076,11744,11978,9514,9275,9437,2560,2467,2538,2,2,2,2,2,2,8.8,4.8,10.40,3.02,10451,11,10503,81,8,187,633,1219,1085,1245,16,84
"""510411005062""","""Richmond, VA""",1.00,3516.00,1056.00,973.40,54,66,58,30,37,33,24,29,26,10.38,11.26,2.15,2,2,22860,22395,22799,1,1,1,16210,15865,16137,12874,12597,12810,3334,3266,3325,2,2,2,2,2,2,2.1,4.2,1.43,1.08,9738,100,10455,82,31,70,1524,1710,1673,1823,75,25
"""510411005052""","""Richmond, VA""",1.00,1040.00,389.00,911.17,50,62,54,27,34,30,22,27,24,8.67,3.70,2.06,2,2,20554,20191,20540,1,1,1,15301,14887,15211,12301,11940,12214,2997,2945,2995,2,2,3,3,3,3,2.4,4.6,0.73,0.43,9629,95,9588,81,28,91,1151,1570,1845,,87,13
"""510411005051""","""Richmond, VA""",1.00,1059.00,479.00,389.62,44,54,48,23,29,25,21,26,23,7.52,9.24,1.96,2,2,19004,18692,19007,1,1,1,14521,14097,14427,11746,11368,11652,2771,2726,2772,3,3,3,4,4,4,3.9,5.1,2.55,1.23,10329,77,12677,81,19,95,1093,1308,1377,,95,5
"""510411009192""","""Richmond, VA""",1.00,1397.00,513.00,632.38,50,62,55,27,33,29,24,29,26,9.69,7.86,2.19,2,2,22282,21955,22269,1,1,1,16344,15999,16277,13091,12794,13026,3250,3202,3248,3,3,3,4,4,4,2.5,5.2,1.40,0.81,13364,98,14346,81,22,74,1334,1514,1514,,100,0
"""510411009223""","""Richmond, VA""",1.00,1056.00,322.00,260.60,42,52,46,21,27,23,21,26,23,8.50,10.50,1.93,2,2,19186,18793,19138,1,1,1,14358,14014,14280,11556,11270,11486,2798,2741,2791,3,3,3,4,4,4,5.2,6.2,1.93,1.24,15410,72,24244,79,11,157,1031,1222,1334,989,75,25
"""510411009211""","""Richmond, VA""",1.00,1959.00,773.00,189.99,43,53,47,25,31,27,19,23,20,6.97,28.38,1.70,2,2,17144,16631,17041,1,1,1,12700,12384,12617,10197,9956,10129,2500,2425,2485,2,3,3,3,3,3,6.9,7.2,5.95,4.07,14620,56,24933,78,9,182,864,1409,1333,1435,25,75
"""510411002051""","""Richmond, VA""",1.00,636.00,257.00,271.00,37,45,40,17,21,19,20,24,22,6.26,5.94,1.90,2,2,15847,15587,15854,4,4,4,13683,13226,13583,11361,10942,11260,2311,2273,2312,10,11,11,12,12,12,3.3,6.6,1.68,0.95,18162,100,18429,79,12,164,1140,976,1081,,90,10
"""510411009351""","""Richmond, VA""",1.00,1521.00,593.00,838.03,58,72,63,37,47,41,21,25,22,8.11,5.74,1.92,2,2,18950,18662,18969,1,1,1,14230,13790,14130,11463,11065,11360,2764,2722,2766,3,3,3,4,4,4,2.8,5.6,2.04,0.71,11245,79,12799,80,36,82,1638,2135,2522,,86,14
"""510411009321""","""Richmond, VA""",1.00,3743.00,1245.00,698.84,52,65,57,29,36,32,23,29,25,9.89,17.63,2.14,2,2,22053,21671,22020,1,1,1,16042,15688,15971,12823,12525,12757,3216,3160,3211,3,3,3,3,3,3,2.7,4.9,2.04,1.78,13239,100,14278,81,19,111,1280,1656,1642,1825,92,8
"""510411009124""","""Richmond, VA""",1.00,1275.00,455.00,410.25,48,59,52,25,31,27,23,28,25,9.58,10.63,2.13,2,2,21605,21198,21565,1,1,1,15875,15502,15797,12721,12408,12650,3151,3091,3145,3,3,3,3,3,3,2.6,4.5,1.64,1.11,11942,100,13320,82,20,156,1147,1426,1435,1358,88,12
"""510411008221""","""Richmond, VA""",1.00,1094.00,400.00,3801.62,59,73,64,34,42,37,25,31,27,11.17,1.18,2.27,2,2,25669,25390,25716,1,1,1,17311,16874,17223,13566,13170,13470,3743,3703,3750,2,2,2,3,2,3,0.3,3.4,0.29,0.11,6665,96,6319,83,190,26,3586,1936,1961,,99,1
"""510411005064""","""Richmond, VA""",1.00,1399.00,362.00,311.11,26,32,28,4,5,4,22,27,24,8.90,10.36,2.01,2,2,22429,21858,22314,1,1,1,15281,15013,15212,12008,11824,11956,3271,3188,3254,2,2,2,2,2,2,8.2,3.4,5.03,1.16,8100,19,12050,83,13,119,1202,219,,826,73,27
"""511076110212""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,2733.00,1079.00,796.08,42,52,67,29,36,47,13,16,19,6.98,9.47,1.74,2,2,17040,16798,16179,3,3,3,13410,13131,12139,10924,10680,9779,2486,2451,2359,0,0,0,0,0,0,7.8,6.2,108.64,1.36,18492,17,26259,79,29,58,1151,2481,3255,1873,47,53
